month,day,neighborhood,crosswalk_wait_sec,litter_density_per_100m2,midnight_noise_db,atm_queue_length,vacant_storefronts_pct,dog_walk_freq_per_hr,graffiti_turnover_days,stress_index
May,22,Adyar,15.01,1.42,42.3,0.7,4.1,2.14,2,Low
May,22,Ambattur,48.78,12.01,58.2,4.0,22.9,0.17,24,High
May,22,Nungambakkam,21.87,2.2,51.0,1.3,5.3,1.84,4,Low
May,22,Perambur,35.87,7.18,53.3,3.0,13.0,0.48,14,Med
May,22,Mylapore,21.07,2.72,51.5,1.4,6.2,1.89,4,Low
May,22,Sholinganallur,34.69,4.68,53.3,1.7,10.5,0.7,7,Med
May,22,Tondiarpet,42.6,7.83,62.3,4.1,19.3,0.26,21,High
May,22,Anna Nagar,16.78,1.56,47.6,1.1,4.3,1.9,2,Low
May,22,Chromepet,37.27,5.26,53.2,2.4,12.1,0.77,12,Low
May,22,Kodambakkam,31.98,3.91,55.1,1.8,9.0,1.12,6,Med
May,23,Korattur,39.64,6.49,54.0,3.5,18.3,0.32,22,High
May,23,Velachery,25.89,2.91,51.2,1.9,8.1,1.16,6,Med
May,23,Adyar,17.56,1.45,43.0,1.0,3.7,1.87,3,Low
May,23,Ambattur,48.38,10.07,62.9,4.1,21.4,0.16,33,High
May,23,Nungambakkam,18.68,2.1,44.5,1.1,5.5,2.1,4,Low
May,23,Perambur,34.02,5.98,58.9,2.8,12.9,0.68,14,Med
May,23,Mylapore,22.55,2.57,49.5,1.1,6.1,1.77,4,Low
May,23,Sholinganallur,31.44,4.48,52.1,2.0,10.1,0.89,8,Med
May,23,Tondiarpet,45.62,10.0,59.7,4.2,20.0,0.28,23,High
May,23,Anna Nagar,19.27,1.86,46.6,1.1,4.4,2.25,2,Low
May,23,Chromepet,36.57,5.18,51.1,2.6,11.6,0.8,9,Med
May,23,Kodambakkam,25.42,3.13,49.2,1.8,8.9,1.06,8,Med
May,24,Korattur,45.56,9.17,55.3,3.5,15.9,0.31,21,High
May,24,Velachery,25.23,4.04,48.6,1.8,7.9,1.12,6,Med
May,24,Adyar,18.27,1.27,45.4,1.0,3.9,2.23,3,Low
May,24,Ambattur,54.31,9.8,57.5,4.6,23.8,0.19,26,High
May,24,Nungambakkam,23.39,1.8,43.9,1.1,5.5,1.81,3,Low
May,24,Perambur,37.84,7.51,54.3,3.2,13.1,0.49,11,Med
May,24,Mylapore,26.46,2.51,52.6,1.6,6.9,1.62,4,Low
May,24,Sholinganallur,31.98,3.97,51.0,2.2,11.4,0.91,9,Med
May,24,Tondiarpet,41.19,8.72,58.3,3.5,20.8,0.27,22,High
May,24,Anna Nagar,18.92,2.02,49.7,0.9,4.5,1.94,2,Low
May,24,Chromepet,37.32,4.65,55.0,2.5,13.2,0.64,8,Med
May,24,Kodambakkam,26.36,3.7,55.6,2.2,10.1,1.03,6,Med
May,25,Korattur,44.26,6.48,56.0,3.4,17.7,0.44,21,High
May,25,Velachery,24.14,3.09,49.7,1.4,9.4,0.87,4,Med
May,25,Adyar,19.27,1.47,48.5,1.0,3.8,1.98,2,Low
May,25,Ambattur,45.54,10.87,57.3,4.2,24.4,0.16,31,High
May,25,Nungambakkam,20.88,1.8,45.9,1.1,5.5,1.56,3,Low
May,25,Perambur,44.23,6.01,57.4,3.1,14.0,0.67,14,Med
May,25,Mylapore,24.93,2.47,49.1,1.4,6.0,1.33,5,Low
May,25,Sholinganallur,36.04,3.7,55.1,1.9,10.1,0.79,7,Med
May,25,Tondiarpet,46.22,10.42,60.5,3.9,19.9,0.26,25,High
May,25,Anna Nagar,19.89,1.63,45.7,0.9,4.3,2.27,3,Low
May,25,Chromepet,37.41,4.88,58.2,2.6,13.2,0.74,11,Med
May,25,Kodambakkam,31.28,4.02,56.1,2.1,10.2,0.83,8,Med
May,26,Korattur,41.31,6.65,61.4,2.8,15.5,0.33,20,High
May,26,Velachery,25.71,3.14,48.7,1.4,7.7,0.99,5,Med
May,26,Adyar,16.26,1.14,47.6,1.0,3.6,1.88,3,Low
May,26,Ambattur,56.08,9.6,59.7,4.3,23.2,0.22,25,High
May,26,Nungambakkam,22.35,1.66,51.0,1.2,5.5,2.16,3,Low
May,26,Perambur,33.32,6.67,60.2,2.3,15.2,0.55,13,Med
May,26,Mylapore,24.26,3.17,52.0,1.2,6.3,1.87,5,Low
May,26,Sholinganallur,32.93,4.4,52.3,1.7,9.9,0.76,9,Med
May,26,Tondiarpet,40.41,7.56,54.9,4.0,19.1,0.33,27,High
May,26,Anna Nagar,21.1,1.85,48.5,1.1,5.0,2.13,2,Low
May,26,Chromepet,34.55,5.03,56.6,2.7,13.4,0.73,11,Med
May,26,Kodambakkam,30.83,3.14,51.7,1.8,9.0,0.94,6,Low
May,27,Korattur,40.22,7.21,55.7,2.5,16.9,0.41,18,High
May,27,Velachery,25.8,4.15,52.9,1.8,7.8,0.9,4,High
May,27,Adyar,14.87,1.46,47.5,0.8,3.6,2.42,2,Low
May,27,Ambattur,57.5,10.58,60.9,4.2,23.3,0.21,27,High
May,27,Nungambakkam,18.87,2.22,47.8,1.0,5.2,2.1,4,Low
May,27,Perambur,34.12,5.44,52.9,2.4,15.2,0.58,13,Med
May,27,Mylapore,24.69,2.29,52.2,1.5,6.6,1.81,5,Low
May,27,Sholinganallur,28.22,4.46,53.1,2.2,10.9,1.02,9,Med
May,27,Tondiarpet,53.68,9.94,59.4,3.5,18.3,0.27,27,High
May,27,Anna Nagar,17.22,1.75,43.0,1.0,4.6,1.87,3,Low
May,27,Chromepet,32.3,4.88,51.0,2.0,12.4,0.84,10,Med
May,27,Kodambakkam,29.92,3.87,54.4,1.6,10.1,1.06,7,Med
May,28,Korattur,45.15,7.58,53.7,2.5,18.6,0.41,23,High
May,28,Velachery,30.16,4.15,49.5,1.9,9.4,1.24,5,Med
May,28,Adyar,18.32,1.29,42.1,0.8,3.6,1.83,2,Low
May,28,Ambattur,53.81,8.95,57.0,5.1,24.0,0.18,24,High
May,28,Nungambakkam,21.42,1.69,44.1,1.1,6.0,1.99,4,Low
May,28,Perambur,41.44,7.47,59.4,2.8,15.4,0.61,11,Med
May,28,Mylapore,26.82,2.57,52.4,1.1,6.4,1.77,4,Low
May,28,Sholinganallur,35.53,3.51,56.5,1.7,11.1,0.82,7,Med
May,28,Tondiarpet,53.77,10.31,56.5,3.4,17.8,0.33,25,High
May,28,Anna Nagar,20.78,1.69,48.2,0.8,5.0,2.25,3,Low
May,28,Chromepet,33.26,5.26,57.4,2.5,12.9,0.86,10,Med
May,28,Kodambakkam,28.83,3.95,51.3,2.1,9.1,0.81,8,Med
May,29,Korattur,45.7,7.14,59.0,3.4,17.8,0.34,20,High
May,29,Velachery,24.36,3.63,53.3,1.8,8.7,1.18,5,High
May,29,Adyar,15.21,1.11,49.2,0.9,4.0,2.35,2,Low
May,29,Ambattur,59.45,10.73,62.3,4.7,24.3,0.15,24,High
May,29,Nungambakkam,18.67,2.16,49.7,1.3,5.5,1.74,4,Low
May,29,Perambur,38.29,5.77,57.3,2.4,13.8,0.65,15,Med
May,29,Mylapore,23.68,3.2,48.9,1.2,6.6,1.39,5,Low
May,29,Sholinganallur,33.69,4.31,50.7,1.8,10.0,0.78,7,Med
May,29,Tondiarpet,47.12,9.88,54.8,3.5,18.2,0.25,21,High
May,29,Anna Nagar,20.93,2.0,44.8,0.9,4.7,1.7,3,Low
May,29,Chromepet,33.02,5.81,54.6,2.5,11.5,0.69,9,Med
May,29,Kodambakkam,25.91,4.3,52.4,1.8,9.3,0.78,8,Med
May,30,Korattur,49.99,7.09,55.6,3.5,18.6,0.43,20,Med
May,30,Velachery,31.04,3.68,55.2,1.4,9.3,0.97,6,Med
May,30,Adyar,17.45,1.09,43.4,0.7,3.6,2.42,2,Low
May,30,Ambattur,53.6,10.93,62.5,5.1,23.1,0.18,27,High
May,30,Nungambakkam,23.35,1.87,50.2,1.1,6.0,1.83,3,Low
May,30,Perambur,39.68,6.9,52.5,3.2,13.5,0.65,11,Med
May,30,Mylapore,27.28,2.33,50.8,1.6,6.6,1.38,5,Low
May,30,Sholinganallur,27.56,3.9,56.8,2.0,11.5,0.9,9,Med
May,30,Tondiarpet,41.71,10.4,60.0,3.0,18.1,0.3,25,Med
May,30,Anna Nagar,17.52,1.7,44.9,0.8,5.0,2.18,3,Low
May,30,Chromepet,39.25,5.47,57.5,2.0,12.4,0.68,10,Med
May,30,Kodambakkam,31.19,4.39,54.4,1.9,8.9,1.04,8,Med
Jun,1,Korattur,48.37,7.15,62.9,2.7,16.0,0.34,23,High
Jun,1,Velachery,26.67,3.05,52.5,1.9,8.0,1.18,6,Med
Jun,1,Adyar,19.0,1.5,49.6,0.9,4.1,2.55,2,Low
Jun,1,Ambattur,48.59,8.98,59.5,5.0,23.1,0.16,25,High
Jun,1,Nungambakkam,21.01,2.01,50.6,1.0,6.1,2.02,4,Low
Jun,1,Perambur,45.01,6.88,62.1,2.9,14.2,0.58,15,Med
Jun,1,Mylapore,25.68,2.55,50.5,1.2,7.3,1.63,4,Low
Jun,1,Sholinganallur,36.48,4.88,57.8,1.9,10.3,0.98,8,Med
Jun,1,Tondiarpet,50.2,10.3,57.1,3.1,20.5,0.3,27,High
Jun,1,Anna Nagar,18.98,1.86,49.6,1.1,4.5,1.79,3,Low
Jun,1,Chromepet,32.53,4.27,59.1,2.5,11.7,0.8,9,Med
Jun,1,Kodambakkam,26.68,3.58,54.3,2.2,8.9,0.98,8,Med
Jun,2,Korattur,50.07,8.61,55.9,2.6,17.4,0.38,21,High
Jun,2,Velachery,30.64,3.57,54.5,2.1,8.5,0.88,4,Med
Jun,2,Adyar,18.51,1.14,49.4,0.7,3.8,2.49,3,Low
Jun,2,Ambattur,47.15,9.58,67.3,3.7,24.9,0.2,28,High
Jun,2,Nungambakkam,23.17,2.14,50.7,1.4,5.7,1.99,4,Low
Jun,2,Perambur,37.65,6.17,54.7,2.9,13.7,0.63,13,Med
Jun,2,Mylapore,24.66,3.12,48.1,1.6,6.6,1.75,4,Low
Jun,2,Sholinganallur,27.88,4.31,50.7,2.2,9.7,0.8,8,Med
Jun,2,Tondiarpet,46.67,8.85,60.9,3.8,19.2,0.3,22,High
Jun,2,Anna Nagar,18.24,1.59,46.6,1.0,4.8,2.32,3,Low
Jun,2,Chromepet,30.43,5.49,57.0,2.0,12.0,0.76,12,Med
Jun,2,Kodambakkam,31.46,4.32,49.7,2.1,10.1,1.15,9,Med
Jun,3,Korattur,40.04,7.36,55.5,2.6,17.3,0.44,17,High
Jun,3,Velachery,28.67,2.98,54.0,1.6,9.4,0.94,6,Med
Jun,3,Adyar,19.92,1.38,46.1,1.0,3.9,1.86,2,Low
Jun,3,Ambattur,46.87,11.54,63.9,4.0,22.0,0.2,31,High
Jun,3,Nungambakkam,20.96,1.81,47.0,1.1,6.1,1.76,4,Low
Jun,3,Perambur,36.73,6.21,60.4,2.4,15.8,0.66,12,Low
Jun,3,Mylapore,21.98,3.3,49.9,1.3,7.4,1.46,5,Low
Jun,3,Sholinganallur,31.07,4.48,52.1,1.9,11.6,0.96,9,Med
Jun,3,Tondiarpet,46.17,10.29,64.3,3.7,21.4,0.3,28,High
Jun,3,Anna Nagar,17.99,1.52,46.0,1.1,4.9,2.33,2,Low
Jun,3,Chromepet,31.41,5.3,57.6,2.6,12.3,0.72,11,Low
Jun,3,Kodambakkam,28.0,4.51,51.4,2.2,9.5,1.11,7,Med
Jun,4,Korattur,48.95,7.73,57.1,2.6,16.2,0.33,21,High
Jun,4,Velachery,30.31,4.0,53.3,1.8,8.3,1.12,6,Med
Jun,4,Adyar,16.14,1.33,45.7,0.8,4.2,2.57,3,Med
Jun,4,Ambattur,60.66,11.21,62.8,4.9,22.7,0.19,28,High
Jun,4,Nungambakkam,20.96,2.1,51.9,1.4,5.3,1.63,4,Med
Jun,4,Perambur,34.51,5.72,60.4,2.4,13.6,0.61,15,Med
Jun,4,Mylapore,23.6,2.81,52.6,1.2,6.6,1.99,4,Low
Jun,4,Sholinganallur,31.52,3.62,55.9,1.9,10.5,0.99,7,Med
Jun,4,Tondiarpet,46.23,7.87,57.1,3.8,20.7,0.27,24,High
Jun,4,Anna Nagar,18.99,1.75,50.6,1.0,5.2,1.98,2,Low
Jun,4,Chromepet,39.95,5.29,55.9,2.0,12.6,0.73,10,Med
Jun,4,Kodambakkam,34.33,4.2,57.0,1.8,9.8,0.94,8,Med
Jun,5,Korattur,47.86,8.84,58.2,3.0,17.3,0.38,22,High
Jun,5,Velachery,30.07,3.13,49.8,2.0,8.0,0.88,5,High
Jun,5,Adyar,16.91,1.32,47.9,1.0,4.1,2.15,3,Low
Jun,5,Ambattur,61.02,9.67,67.3,4.9,22.4,0.18,24,High
Jun,5,Nungambakkam,21.89,2.01,45.9,1.2,5.9,2.06,4,Low
Jun,5,Perambur,36.69,6.72,55.6,3.1,13.3,0.53,15,Med
Jun,5,Mylapore,24.7,2.79,48.5,1.3,6.8,1.78,4,Low
Jun,5,Sholinganallur,28.81,3.69,52.5,2.0,11.3,0.72,9,Med
Jun,5,Tondiarpet,51.85,9.66,56.4,3.5,19.9,0.32,27,High
Jun,5,Anna Nagar,17.73,1.46,51.8,1.2,5.0,1.78,3,Low
Jun,5,Chromepet,36.59,5.33,58.2,2.5,12.4,0.87,9,Med
Jun,5,Kodambakkam,31.33,4.06,55.9,2.1,10.7,0.96,8,Med
Jun,6,Korattur,46.55,7.65,58.7,3.6,16.8,0.37,17,High
Jun,6,Velachery,28.42,3.38,53.9,2.1,8.3,0.94,5,Med
Jun,6,Adyar,19.12,1.53,45.5,0.8,4.3,2.17,3,Med
Jun,6,Ambattur,52.41,11.55,67.6,4.4,23.0,0.17,32,Med
Jun,6,Nungambakkam,18.52,2.02,51.0,1.1,6.4,2.03,3,Low
Jun,6,Perambur,42.23,6.91,56.5,2.5,16.0,0.5,15,Med
Jun,6,Mylapore,26.97,3.33,53.6,1.6,7.5,1.92,4,Low
Jun,6,Sholinganallur,34.23,4.58,53.5,2.2,11.5,0.76,9,Med
Jun,6,Tondiarpet,51.6,9.09,58.5,4.2,19.1,0.28,23,High
Jun,6,Anna Nagar,21.54,1.46,47.9,0.9,5.1,2.21,2,Low
Jun,6,Chromepet,35.58,5.23,60.1,2.7,12.1,0.69,9,Med
Jun,6,Kodambakkam,28.02,4.34,52.3,2.0,10.1,0.8,6,Low
Jun,7,Korattur,49.55,6.59,61.4,3.0,18.0,0.46,19,Med
Jun,7,Velachery,25.15,4.25,52.0,1.6,8.1,0.95,6,Med
Jun,7,Adyar,19.35,1.14,50.4,0.8,3.6,2.39,2,Low
Jun,7,Ambattur,47.0,11.7,58.2,4.2,22.0,0.21,26,High
Jun,7,Nungambakkam,21.19,1.99,46.2,1.3,5.5,1.7,3,Low
Jun,7,Perambur,39.49,6.14,54.7,3.1,14.6,0.5,13,Med
Jun,7,Mylapore,25.76,2.94,49.7,1.4,6.3,1.91,5,Low
Jun,7,Sholinganallur,36.44,5.08,59.1,2.2,11.7,0.73,9,Med
Jun,7,Tondiarpet,55.42,9.9,58.5,4.4,18.4,0.29,20,High
Jun,7,Anna Nagar,22.14,1.67,51.3,0.9,5.3,1.98,2,Med
Jun,7,Chromepet,34.9,4.55,60.3,2.9,13.2,0.65,9,Med
Jun,7,Kodambakkam,27.82,3.81,56.7,2.3,9.4,0.97,7,Low
Jun,8,Korattur,40.83,7.22,55.7,3.2,16.9,0.36,17,Med
Jun,8,Velachery,31.53,3.39,49.9,1.7,8.8,1.28,5,Med
Jun,8,Adyar,20.26,1.24,44.8,0.8,3.6,2.23,2,Low
Jun,8,Ambattur,53.31,11.91,64.4,3.8,22.1,0.16,25,High
Jun,8,Nungambakkam,21.51,2.3,49.3,1.0,6.0,1.68,4,Low
Jun,8,Perambur,41.05,6.28,60.9,3.2,15.2,0.57,14,Med
Jun,8,Mylapore,22.53,3.17,48.9,1.2,6.9,1.69,5,Low
Jun,8,Sholinganallur,30.77,4.52,54.4,2.4,10.8,0.95,8,Med
Jun,8,Tondiarpet,47.57,10.74,57.1,3.7,17.9,0.34,24,High
Jun,8,Anna Nagar,19.71,1.96,50.8,0.8,5.2,1.96,2,Low
Jun,8,Chromepet,31.8,4.59,54.5,2.6,11.7,0.75,12,Med
Jun,8,Kodambakkam,32.91,3.98,53.5,1.6,9.3,1.01,8,Med
Jun,9,Korattur,49.79,7.09,64.4,2.6,17.9,0.47,22,Med
Jun,9,Velachery,28.91,3.67,54.5,1.6,9.0,1.1,6,Med
Jun,9,Adyar,20.04,1.19,50.2,1.0,4.2,2.66,3,Low
Jun,9,Ambattur,59.43,10.52,64.9,4.8,22.4,0.23,30,High
Jun,9,Nungambakkam,22.24,2.31,49.9,1.2,5.4,1.55,3,Low
Jun,9,Perambur,40.27,7.77,60.1,2.3,15.2,0.49,15,Med
Jun,9,Mylapore,24.82,2.79,50.8,1.4,7.5,1.46,5,Low
Jun,9,Sholinganallur,31.18,3.74,55.9,2.4,11.1,0.87,9,Med
Jun,9,Tondiarpet,49.62,10.51,61.5,3.6,19.6,0.33,27,High
Jun,9,Anna Nagar,19.69,1.57,51.8,0.8,5.0,1.91,2,Low
Jun,9,Chromepet,31.96,5.33,53.5,2.0,12.2,0.64,12,Med
Jun,9,Kodambakkam,34.89,3.75,54.9,2.1,9.9,0.8,6,Med
Jun,10,Korattur,46.64,8.84,58.3,2.9,16.8,0.46,19,High
Jun,10,Velachery,25.83,3.43,55.6,1.6,9.1,1.14,5,Med
Jun,10,Adyar,18.04,1.26,46.2,1.0,4.2,1.98,3,Med
Jun,10,Ambattur,60.93,10.16,59.4,3.7,24.4,0.18,29,High
Jun,10,Nungambakkam,24.73,2.05,52.2,1.1,5.5,1.92,3,Low
Jun,10,Perambur,44.62,6.0,58.1,3.2,14.3,0.52,16,Med
Jun,10,Mylapore,24.94,2.73,49.9,1.6,6.8,1.51,4,Low
Jun,10,Sholinganallur,30.64,4.58,57.1,2.4,10.3,0.8,7,Med
Jun,10,Tondiarpet,50.81,10.58,64.6,4.2,17.9,0.33,28,High
Jun,10,Anna Nagar,17.63,1.57,50.6,0.9,4.6,2.3,2,Low
Jun,10,Chromepet,34.16,4.34,54.0,2.1,13.6,0.69,9,Med
Jun,10,Kodambakkam,31.47,3.52,53.2,2.1,10.7,0.82,8,Med
Jun,11,Korattur,43.54,6.64,60.9,3.6,16.4,0.45,22,High
Jun,11,Velachery,30.72,3.09,55.3,1.5,8.6,1.09,6,Med
Jun,11,Adyar,17.77,1.4,47.8,1.0,4.1,1.81,2,Low
Jun,11,Ambattur,54.13,11.0,65.4,4.2,25.4,0.23,30,High
Jun,11,Nungambakkam,23.34,2.0,52.6,1.4,6.0,1.8,4,Low
Jun,11,Perambur,37.52,7.53,54.5,3.1,14.7,0.7,15,Med
Jun,11,Mylapore,25.47,3.08,50.3,1.3,7.4,1.86,5,Low
Jun,11,Sholinganallur,32.36,4.1,55.9,1.8,9.9,0.95,10,Med
Jun,11,Tondiarpet,55.36,7.66,56.3,3.2,18.8,0.31,25,High
Jun,11,Anna Nagar,17.09,1.6,49.1,1.1,5.4,1.74,2,Low
Jun,11,Chromepet,32.19,4.77,55.7,2.5,13.1,0.76,11,Med
Jun,11,Kodambakkam,28.41,3.62,54.1,2.0,9.6,1.03,8,Med
Jun,12,Korattur,52.46,8.59,64.0,2.9,19.1,0.44,22,High
Jun,12,Velachery,27.68,3.95,49.8,2.0,9.7,1.17,6,Med
Jun,12,Adyar,20.02,1.16,44.9,1.0,4.1,2.53,2,Low
Jun,12,Ambattur,59.34,9.33,63.8,5.1,24.2,0.21,30,High
Jun,12,Nungambakkam,23.1,2.34,49.1,1.1,5.9,1.64,3,Low
Jun,12,Perambur,40.57,7.3,56.9,3.1,15.2,0.51,12,Med
Jun,12,Mylapore,24.24,2.6,54.8,1.4,6.5,1.42,4,Low
Jun,12,Sholinganallur,27.81,3.84,51.3,2.4,11.6,0.97,8,Med
Jun,12,Tondiarpet,45.19,7.98,56.4,4.3,20.5,0.35,25,High
Jun,12,Anna Nagar,19.35,1.58,47.6,1.1,4.6,2.11,3,Low
Jun,12,Chromepet,38.86,4.23,53.0,2.1,13.9,0.91,9,Med
Jun,12,Kodambakkam,27.38,3.36,53.3,1.8,10.5,0.81,7,Med
Jun,13,Korattur,41.14,9.18,58.1,2.9,19.3,0.44,23,High
Jun,13,Velachery,26.89,4.2,51.0,1.5,9.2,1.06,6,Med
Jun,13,Adyar,15.85,1.32,45.1,0.7,3.8,2.58,3,Med
Jun,13,Ambattur,53.87,11.62,58.9,5.1,24.0,0.22,30,High
Jun,13,Nungambakkam,22.02,2.01,46.4,1.1,6.1,1.93,4,Low
Jun,13,Perambur,42.82,5.98,59.7,3.2,13.6,0.69,15,Med
Jun,13,Mylapore,21.79,2.36,52.4,1.6,6.4,1.58,5,Low
Jun,13,Sholinganallur,28.02,3.92,50.8,1.8,11.3,0.88,9,Med
Jun,13,Tondiarpet,48.49,9.32,64.3,3.6,20.3,0.32,26,High
Jun,13,Anna Nagar,20.58,1.67,46.0,1.0,5.3,2.3,3,Low
Jun,13,Chromepet,38.6,4.25,51.5,2.9,12.1,0.75,9,Med
Jun,13,Kodambakkam,33.06,3.67,53.6,1.8,10.5,1.16,8,Med
Jun,14,Korattur,51.98,6.86,62.5,3.2,16.5,0.46,23,High
Jun,14,Velachery,29.82,3.09,50.4,1.6,9.5,1.08,4,Med
Jun,14,Adyar,19.82,1.41,50.7,0.7,4.1,2.25,3,Low
Jun,14,Ambattur,52.25,11.3,65.0,3.7,21.9,0.22,33,Med
Jun,14,Nungambakkam,20.98,2.25,46.2,1.0,6.2,1.99,3,Low
Jun,14,Perambur,35.41,7.66,53.6,3.0,13.3,0.5,12,Med
Jun,14,Mylapore,24.71,2.78,48.9,1.6,7.2,1.48,4,Low
Jun,14,Sholinganallur,31.18,3.95,50.6,1.9,11.1,0.94,8,Med
Jun,14,Tondiarpet,43.85,10.27,57.6,3.1,17.7,0.3,23,High
Jun,14,Anna Nagar,22.08,1.99,48.6,0.9,4.5,2.14,2,Low
Jun,14,Chromepet,38.7,4.53,59.0,2.9,12.4,0.75,11,Med
Jun,14,Kodambakkam,32.53,3.22,57.6,2.1,9.9,0.92,8,Med
Jun,15,Korattur,50.53,8.84,57.2,3.0,16.4,0.34,23,High
Jun,15,Velachery,28.76,3.48,55.1,1.5,9.4,0.97,4,Med
Jun,15,Adyar,15.82,1.19,46.9,0.7,3.6,2.36,2,Low
Jun,15,Ambattur,50.31,9.49,63.9,4.3,24.6,0.16,28,High
Jun,15,Nungambakkam,20.99,1.78,51.8,1.2,6.4,1.57,3,Med
Jun,15,Perambur,36.06,7.57,59.0,2.3,15.3,0.67,11,Med
Jun,15,Mylapore,20.95,2.7,54.3,1.6,7.0,1.84,4,Low
Jun,15,Sholinganallur,35.12,4.61,53.8,2.2,11.4,0.83,8,Med
Jun,15,Tondiarpet,55.55,8.48,64.1,3.2,20.8,0.29,20,High
Jun,15,Anna Nagar,17.01,1.52,50.2,0.8,4.6,2.31,3,Low
Jun,15,Chromepet,32.42,5.0,53.9,2.9,12.7,0.76,9,Med
Jun,15,Kodambakkam,26.71,4.24,52.8,1.6,10.0,1.12,6,Med
Jun,16,Korattur,39.99,6.83,59.9,2.9,16.2,0.32,22,High
Jun,16,Velachery,32.42,4.03,51.1,2.1,9.6,1.07,5,Med
Jun,16,Adyar,15.6,1.22,43.4,0.9,3.8,2.58,3,Low
Jun,16,Ambattur,57.19,11.15,62.7,3.9,23.8,0.18,34,High
Jun,16,Nungambakkam,23.35,2.14,46.3,1.3,6.4,2.18,4,Low
Jun,16,Perambur,39.42,5.82,56.5,2.4,13.9,0.5,15,Med
Jun,16,Mylapore,21.25,2.6,50.3,1.1,7.5,1.75,4,Low
Jun,16,Sholinganallur,28.62,4.33,54.8,2.1,11.7,0.72,9,Med
Jun,16,Tondiarpet,45.12,10.21,61.3,4.2,19.9,0.32,26,High
Jun,16,Anna Nagar,20.04,1.65,49.3,1.1,4.7,1.79,2,Low
Jun,16,Chromepet,30.39,5.26,57.2,2.5,12.7,0.91,11,Med
Jun,16,Kodambakkam,30.31,3.53,50.1,1.9,9.7,0.83,7,Med
Jun,17,Korattur,49.51,6.88,63.7,3.6,16.4,0.39,23,High
Jun,17,Velachery,29.03,3.3,55.7,1.9,8.7,0.95,6,Med
Jun,17,Adyar,18.12,1.27,47.6,0.8,4.0,2.53,2,Low
Jun,17,Ambattur,50.09,12.27,66.2,5.2,21.8,0.17,24,High
Jun,17,Nungambakkam,24.17,2.31,45.9,1.1,6.3,1.98,4,Low
Jun,17,Perambur,42.11,6.09,61.0,3.3,14.8,0.7,11,Med
Jun,17,Mylapore,25.98,2.96,51.1,1.4,7.5,1.72,5,Low
Jun,17,Sholinganallur,28.3,4.32,50.7,2.5,10.8,0.91,8,Med
Jun,17,Tondiarpet,42.1,10.38,56.6,3.8,19.2,0.27,24,High
Jun,17,Anna Nagar,17.37,2.05,51.0,1.0,5.1,1.84,3,Med
Jun,17,Chromepet,33.94,5.89,56.2,2.0,11.5,0.8,10,Med
Jun,17,Kodambakkam,31.9,4.38,51.1,1.7,9.9,0.9,7,Med
Jun,18,Korattur,48.38,9.29,59.9,3.0,18.8,0.36,18,High
Jun,18,Velachery,28.93,3.63,52.6,1.9,9.0,1.29,6,Med
Jun,18,Adyar,18.36,1.26,47.7,0.8,3.6,2.62,2,Low
Jun,18,Ambattur,47.63,10.5,62.7,4.5,22.3,0.2,31,High
Jun,18,Nungambakkam,21.9,1.85,50.8,1.1,6.2,1.83,4,Low
Jun,18,Perambur,42.23,6.42,55.9,2.3,15.0,0.57,14,Med
Jun,18,Mylapore,23.59,2.89,52.8,1.6,6.8,1.51,4,Low
Jun,18,Sholinganallur,31.8,3.86,53.5,2.1,10.1,1.03,9,Med
Jun,18,Tondiarpet,50.92,8.56,61.2,3.0,21.4,0.35,26,High
Jun,18,Anna Nagar,19.01,1.89,45.9,0.8,4.8,2.46,2,Low
Jun,18,Chromepet,40.44,5.15,56.8,2.0,11.5,0.89,9,Med
Jun,18,Kodambakkam,34.93,3.37,57.3,2.4,9.3,1.04,9,Med
Jun,19,Korattur,41.41,8.96,57.0,2.9,16.7,0.39,19,High
Jun,19,Velachery,25.75,3.3,56.5,1.6,8.8,1.04,6,Med
Jun,19,Adyar,19.81,1.3,50.5,1.0,3.9,2.04,3,Low
Jun,19,Ambattur,56.33,12.23,64.7,4.0,24.9,0.19,33,High
Jun,19,Nungambakkam,23.11,2.35,52.4,1.0,5.9,2.01,4,Low
Jun,19,Perambur,40.74,5.56,58.2,3.3,13.2,0.56,15,Med
Jun,19,Mylapore,22.82,2.78,50.3,1.6,6.3,1.48,4,Low
Jun,19,Sholinganallur,31.32,4.21,52.8,2.1,11.1,0.92,10,Med
Jun,19,Tondiarpet,50.2,9.97,61.2,3.4,19.6,0.3,26,High
Jun,19,Anna Nagar,18.58,1.82,51.7,1.1,4.5,1.75,2,Low
Jun,19,Chromepet,31.9,5.73,58.4,2.9,12.1,0.92,12,Med
Jun,19,Kodambakkam,26.86,3.88,53.2,2.1,9.3,1.02,8,Med
Jun,20,Korattur,44.61,7.81,57.4,3.6,18.2,0.33,21,High
Jun,20,Velachery,29.27,3.47,48.8,1.4,9.1,1.11,6,Med
Jun,20,Adyar,20.13,1.25,43.6,1.0,4.3,2.42,2,Low
Jun,20,Ambattur,59.75,11.22,62.0,4.2,22.7,0.19,25,High
Jun,20,Nungambakkam,24.35,1.92,51.9,1.2,5.8,1.89,3,Low
Jun,20,Perambur,45.64,7.31,62.1,2.5,14.7,0.61,13,Med
Jun,20,Mylapore,26.57,2.59,50.2,1.3,6.3,1.75,5,Low
Jun,20,Sholinganallur,30.29,3.79,56.0,2.2,10.4,1.03,7,Low
